"","route_id","agency_id","route_short_name","route_long_name","route_type","f_am","f_pm","f_am_ls_thn_15m","f_pm_ls_thn_15m","f_am_bdl","f_pm_bdl","f_tpa_qual","avg_am_headway","avg_pm_headway","avg_am_trips","avg_pm_trips"
"188","691","AC","691","SNAKE RD/MONTCLAIR/TUNNEL RD",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
"189","696","AC","696","Oakland Tech H.S./ Montclair/ Redwood Rd",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,240,160,1,2
"190","72","AC","72","Richmond - Downtown Oakland",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,48.5,30.5,7,8
"191","642","AC","642","Montera M.S./ Snake Rd.",3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
"192","643","AC","643","Skyline High - Fruitvale & Montana",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"193","646","AC","646","Montera -Skyline High- Coliseum Bart",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,120,240,2,1
"194","648","AC","648","Fruitvale Bart - Skyline High",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,180,240,1.5,1
"195","649","AC","649","Skyline High - Grass Valley",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"196","652","AC","652","Skyline H.S./ Sequoyah Rd/ 90th. & Inter Blvd",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"197","654","AC","654","Skyline H.S./ 35th Ave/ Fruitvale Bart",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,181,NA,1,NA
"198","655","AC","655","Montera M.S./ 35th Ave/ Fruitvale Bart",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"199","657","AC","657","Oakland Tech. H.S./ Macarthur Blvd/ Coliseum Bart",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,240,240,1,1
"200","658","AC","658","Skyline H.S./ Macarthur Blvd/ 40th San Pablo Ave",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"201","662","AC","662","Skyline H.S./ 40th San Pablo Ave",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,240,240,1,1
"202","668","AC","668","21st & Macdonald Ave. - El Cerrito",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,240,240,1,1
"203","676","AC","676","N.Richmond - San Pablo - El Sobrante",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,240,240,1,1
"204","677","AC","677","Montera M.S./ Skyline Rd.",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"205","687","AC","687","Bay Farm Is. / Lincoln Middle Sch.",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"206","688","AC","688","St. Marys H.S./ Montclair/ Lakeshore Ave",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,240,240,1,1
"207","70","AC","70","Richmond Pkwy. TC. - Richmond BART",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,31,30,7.5,8
"208","679","AC","679","Crespi MS & DeAnza High Schools",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"209","675","AC","675","21st & Macdonald Ave. - El Cerrito",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,120,240,2,1
"210","10","AC","10","San Leandro BART - Hayward BART",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,15,15,16,16
"211","89","AC","89","San Leandro Bart-S. L. Marina-Bayfair Bart",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,30.5,30,8,8
"212","90","AC","90","Coliseum Bart/ 85th Ave/ Foothill Sq",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,20.5,20,12,12
"213","94","AC","94","Hayward Bart-Hayward Hills",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,48.5,60.5,5,4
"214","97","AC","97","Union City BART - Hesperian Blvd.",3,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,40,36.5,13.5,13.5
"215","BSD","AC","BSD","BROADWAY SHUTTLE DAY",3,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,16,13,15,19
"216","C","AC","C","San Francisco - Piedmont",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,47,48,5,5
"217","E","AC","E","San Francisco - Claremont -Parkwood",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,106,132.333333333333,3.5,2.33333333333333
"218","G","AC","G","San Francisco - El Cerrito",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48,78,5,3
"219","J","AC","J","Berkeley - San Francisco",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,33,43,7,6
"220","M","AC","M","Hayward BART- Hillsdale Mall- Oracle",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,43.5,51.5,5.5,4.5
"221","NX1","AC","NX1","San Francisco - East Oakland",3,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,34,NA,7
"222","NX3","AC","NX3","San Francisco - San Leandro",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,46,45,5,5
"223","NX4","AC","NX4","San Francisco - Castro Valley",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,48,34,5,7
"224","P","AC","P","San Francisco - Piedmont",3,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,40,16,6,15
"225","SB","AC","SB","San Francisco - Hayward - Newark",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,40,52,6,5
"226","V","AC","V","San Francisco - Montclair",3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,34,21,7,12
"227","73","AC","73","Eastmont T.C. - Oakland Airport",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,15.5,15,15.5,16
"228","74","AC","74","CCC/Richmond BART/Ford Pt.",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,32,30.5,7.5,8
"229","801","AC","801","OWL-DTN.OAKLAND/FREMONT BART",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"230","805","AC","805","OWL-Dtn. Oakland - Oakland  Airport",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"231","85","AC","85","San Leandro BART - Union Landing",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,69,60,4,4
"232","86","AC","86","Hayward BART - S. Hayward BART",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,60,60.3333333333333,4,4
"233","72R","AC","72R","San Pablo Rapid BUS",3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,14,12,17.5,20
"234","29","AC","29","Emeryville/West Oakland BART/Lakeshore",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,22.5,21,11,11.5
"235","33","AC","33","Montclair\ Highland",3,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,22.5,15.5,11,16
"236","36","AC","36","West Oakland BART/ Bancroft/Berkeley",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,32,30,8,8
"237","611","AC","611","Fruitvale-Highland",3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,240,NA,1,NA
"238","79","AC","79","Rockridge/Berkeley/El Cerrito BART",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,32,31.5,7.5,7.5
"239","80","AC","80","Claremont/El Cerrito BART",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,33,30,7,8
"240","81","AC","81","Claremont/Berkeley/Amtrak/Berk.Marina",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,33,30.5,7,8
"241","96","AC","96","Fruitvale Montana/Alameda Point",3,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,33,30,7.5,8
